Job-Type,Comany,Location,Duration (Months),Stripend (monthly),Incentives,Apply-By,Part-Time,Start
Content Writing,Wide Angle Media,Bangalore,3,2000,Yes,31 Jul' 21,,Immediately
Business Development (Sales),Wide Angle Media,Bangalore,3,2000,Yes,31 Jul' 21,,Immediately
Technical System Administration,Apping Technology India Private Limited,Work From Home,6,7000,,12 Aug' 21,,Immediately
Travel & Tourism,AMO Foundation India,Work From Home,3,1000-1200,,30 Jul' 21,Yes,Immediately
Social Work,Donate Plus Foundation,Hyderabad,2,2000,,31 Jul' 21,,Immediately
Full Stack Development,Pucho Life Sciences Incorporation,Work From Home,3,6000-10000,,31 Jul' 21,Yes,Immediately
Online Teaching,India Vidya,Work From Home,2,5000,Yes,31 Jul' 21,Yes,Immediately
Video Making/Editing,India Vidya,Work From Home,6,2000,,31 Jul' 21,Yes,Immediately
Voice Over,India Vidya,Work From Home,6,2000,,31 Jul' 21,,Immediately
Subject Matter Expert (Telugu),India Vidya,Work From Home,6,2000,,31 Jul' 21,Yes,Immediately
Web Development,CloudShope Tehnologies Private Limited,Noida,6,5000-10000,,11 Aug' 21,,Immediately
Telecalling,Akshat Engineers Private Limited,Jaipur,6,2000-4000,,31 Jul' 21,,Immediately
Data Entry,Akshat Engineers Private Limited,Work From Home,6,2000-4000,,31 Jul' 21,,Immediately
Marketing,Paytc,Pune,6,5000-8000,,31 Jul' 21,Yes,Immediately
Web Development,Brilliance Technology,Indore,3,5000,,10 Aug' 21,,Immediately
Business Development (Sales),Educatup,Work From Home,6,12000-15000,,12 Aug' 21,,Immediately
Graphic Design,Tam Collective,Work From Home,3,5000,,30 Jul' 21,,Immediately
Research Programming (Java/Python),IMatiz,Bangalore,6,10000-12000,,10 Aug' 21,,Immediately
Research,IMatiz,HyderabadBangalore,6,10000,,10 Aug' 21,,Immediately
Business Development (Sales),Sanchita Puri,MumbaiKanpur Dehat,3,7000,,11 Aug' 21,,Immediately
Robotics Control Software Development,Comofi Medtech Private Limited,Bangalore,6,10000,,11 Aug' 21,,Immediately
Social Media Management,Sanchita Puri,Mumbai,3,5000,,11 Aug' 21,Yes,Immediately
Mobile App Development,FranTiger Business Consulting Private Limited,Work From Home,6 (Weeks),,,31 Jul' 21,,Immediately
Fintech Services,VIBGYOR ADVISORS,Mumbai,2,2500,,31 Jul' 21,,Immediately
PowerPoint Presentation Creation,ACTSol & Associates,Work From Home,4,12000-14000,,11 Aug' 21,,Immediately
Digital Marketing,Aghori Media House Private Limited,Mumbai,6,10000-20000,,29 Jul' 21,,Immediately
Unity Development (Game/AR/VR),Exposit,Ahmedabad,3,4000-9000,,11 Aug' 21,,Immediately
Company Secretary (CS),FinsQ Professional Private Limited,DelhiGurgaon,24,7000,,31 Jul' 21,,Immediately
Lifestyle Behavioral Coaching (Diabetes-friendly),HumLife360,Work From Home,3,10000,,7 Aug' 21,,Immediately
2D Animation,EkakiVedam Foundation,Work From Home,6,Unpaid,,31 Jul' 21,,Immediately
Search Engine Optimization (SEO),ClickRetina,Lucknow,6,5000-7000,,16 Aug' 21,,Immediately
Video Creation - Kannada,EQOURSE,Work From Home,6,8000-10000,,31 Jul' 21,,Immediately
Graphic Design,FX Retina,Lucknow,6,5000,,16 Aug' 21,Yes,Immediately
Operations,Ryutek Technologies (OPC) Private Limited,Work From Home,1,1000,Yes,11 Aug' 21,Yes,Immediately
Web Development,QtPi Robotics,Work From Home,6,15000-25000,,11 Aug' 21,,Immediately
Digital Marketing,Veave Technologies Private Limited,Bangalore,3,5000,,29 Jul' 21,,Immediately
Search Engine Optimization (SEO),Desk Cyber,Work From Home,2,2000,Yes,31 Jul' 21,,Immediately
Product Management,OMitra Journey Solution Private Limited,Work From Home,6,15000-20000,,31 Jul' 21,,Immediately
Subject Matter Expert (Logical Reasoning & Data Interpretation),Digipplus,Work From Home,3,10000-12000,,31 Jul' 21,Yes,Immediately
Subject Matter Expert/Quality Analyst (Mathematics & Science),InfyBytes AI Labs Private Limited,Work From Home,2,5000,Yes,31 Jul' 21,,Immediately
Technical Content Writing,Iraitech Innovations & Technologies Private Limited,Work From Home,3,5000-8000,,14 Aug' 21,,Immediately
Social Media Marketing,Alluvium IoT Solutions Private Limited,Ahmedabad,3,5000,,29 Jul' 21,,Immediately
Fundraising,Vachlabai Apang Seva Sanstha,Work From Home,2,Unpaid,,31 Jul' 21,Yes,Immediately
Social Media Marketing,Vachlabai Apang Seva Sanstha,Work From Home,3,Unpaid,,31 Jul' 21,Yes,Immediately
Social Media Marketing,Nebula Robotics,ChennaiDelhiPuneHyderabadMumbaiBangalore,4,5000,Yes,31 Jul' 21,Yes,Immediately
Video Content Creation (YouTube),Citrine Web Technologies,Work From Home,2,1500,,31 Jul' 21,Yes,Immediately
Human Resources (HR),Shubham Nari Shakti Mahila Kalyan Samiti,Work From Home,2,Unpaid,,31 Jul' 21,Yes,Immediately
Human Resources (HR),Shubham Nari Shakti Mahila Kalyan Samiti,Work From Home,2,Unpaid,,31 Jul' 21,Yes,Immediately
Social Media Marketing,WhatAbout,Chennai,3,3000-5000,,31 Jul' 21,Yes,Immediately
Business Development (Sales),DigiLancer,Work From Home,6,1000,Yes,31 Jul' 21,,Immediately
Internet Of Things (IoT),ETechCube,Jamshedpur,6,2000,,11 Aug' 21,,Immediately
Content Writing,Mathrithms,Work From Home,2,4000-6000,,10 Aug' 21,,Immediately
Marketing,Manya The Princeton Review,Delhi,3,5000,,31 Jul' 21,,Immediately
Video Creation (Science - Marathi Medium),EQOURSE,Work From Home,3,7000-10000,,31 Jul' 21,Yes,Immediately
Business Development (Sales),Skygoal,Work From Home,3,10000-15000,,10 Aug' 21,Yes,Immediately
Telecalling,Datawise Management Services India Private Limited,Work From Home,2,2000-5000,,10 Aug' 21,,Immediately
Graphic Design,GIFOLA,Work From Home,3,10000,,31 Jul' 21,Yes,Immediately
Web Development,Brisk Logic Private Limited,Mohali,6,5000-6000,,10 Aug' 21,,Immediately
Business Development (Sales),New Era Technologies,Mumbai,6,10000,Yes,31 Jul' 21,,Immediately
Video Editing,ZoloStays,Ahmedabad,3,20000,,10 Aug' 21,,Immediately
Web Development,Brand Fabricator,Work From Home,3,5000,,1 Aug' 21,,Immediately
Business Development (Sales),Bengal Bay,ChennaiDelhiGurgaonBangaloreHyderabadMumbaiGoa Velha,4,8000,,10 Aug' 21,,Immediately
Graphic Design,Idiotic Media,Gurgaon,3,5000,,9 Aug' 21,,Immediately
Graphic Design,YMedia,Work From Home,2,7000-10000,,10 Aug' 21,Yes,Immediately
Product Photography (Trainee),ZoloStays,Bangalore,6,5000,,10 Aug' 21,,Immediately
Social Media Marketing (Executive Trainee),ZoloStays,Bangalore,6,5000,,10 Aug' 21,,Immediately
Business Development (Sales),Career Guide,Work From Home,6,8000-10000,,29 Jul' 21,,Immediately
Content Writing,Fiabilte Network Solutions Private Limited,Work From Home,6,10000-15000,,31 Jul' 21,,Immediately
Graphic Design,Bhavyata Foundation,Mumbai,4,4000-5000,,10 Aug' 21,,Immediately
Full Stack Development,ZoloStays,Bangalore,3,15000,,10 Aug' 21,,Immediately
Business Development (Sales),Career Launcher (Pune),Pune,2,,,31 Jul' 21,Yes,Immediately
Product Management,Growth Scribe,Work From Home,4,2000-3000,,31 Jul' 21,Yes,Immediately
Content Writing,Exa Mobility India Private Limited,Work From Home,3,5000-10000,,10 Aug' 21,,Immediately
Search Engine Optimization (Off-Page),PIE Multilingual Services,Work From Home,6,1500,,10 Aug' 21,Yes,Immediately
Graphic Design,Himalaya Labs,Work From Home,3,5000,,10 Aug' 21,Yes,Immediately
Web Development,Donate Plus Foundation,Hyderabad,2,2000,,31 Jul' 21,Yes,Immediately
Client Servicing,RAS Media & Entertainment Private Limited,DelhiGhaziabadNoida,2,7000-10000,,31 Jul' 21,,Immediately
Subject Matter Expert (Worksheet Making),EQOURSE,Work From Home,3,3000-4800,,31 Jul' 21,Yes,Immediately
Web Development,Canvas Craft Media,Mohali,3,7000-9000,,31 Jul' 21,,Immediately
Embedded Systems,Intugine Technologies Private Limited,Bangalore,6,10000-15000,,10 Aug' 21,,Immediately
Human Resources (HR),C-Quel,AhmedabadDelhiKolkataPuneSuratVadodaraMumbai,6,9000,,31 Jul' 21,,Immediately
Software Testing,Rai Techintro Private Limited,Work From Home,4,5000,,10 Aug' 21,,Immediately
Python & Django Development,Prakshep Private Limited,Work From Home,3,10000-15000,,10 Aug' 21,Yes,Immediately
Animation,Kaboodle Innovations,Work From Home,2,2000-3000,,31 Jul' 21,,Immediately
Office Assistance,Wedding Affair,Gurgaon,3,10000,,10 Aug' 21,,Immediately
Graphic Design,Asthra Projects Group,Work From Home,6,5000,Yes,31 Jul' 21,,Immediately
Photography,RAS Media & Entertainment Private Limited,Indore,2,4000-7000,,31 Jul' 21,,Immediately
Operations,Healthy Buddha Organic,Bangalore,3,10000,,10 Aug' 21,,Immediately
Billing And Customer Service Operations,Healthy Buddha Organic,Bangalore,3,10000,,10 Aug' 21,,Immediately
Project Research (Nanotechnology/Nanoparticle),IQApex Labs,Work From Home,1,5000-10000,,31 Jul' 21,Yes,Immediately
Campus Ambassador,Venture Village,Work From Home,6,,,10 Aug' 21,Yes,Immediately
Web Development,Wikasta Business And Technical Solutions Private Limited,Work From Home,3,10000-15000,,3 Aug' 21,,Immediately
Marketing,ZoloStays,Work From Home,1,1500,,31 Jul' 21,,Immediately
Mobile App Development,AlmanacINC Private Limited,Work From Home,3,2000-7000,,31 Jul' 21,Yes,Immediately
Motion Graphics & Video Editing,Kaboodle Innovations,Work From Home,2,2000-3000,,31 Jul' 21,,Immediately
Business Development (Sales),Tactopus Learning Solutions Private Limited,Work From Home,4,5000,,31 Jul' 21,,Immediately
Marketing,Talentdroom Educational Platform LLC,Work From Home,2,2000-4000,,31 Jul' 21,Yes,Immediately
iOS App Development,ZoloStays,Chennai,3,3000,,31 Jul' 21,,Immediately
Business Development (Sales),Thinking Tree Learnings Private Limited,Work From Home,3,10000,Yes,31 Jul' 21,,Immediately
Marketing,ETechCube,DelhiJamshedpurPatnaBangalore,6,4000,,9 Aug' 21,Yes,Immediately
Content Writing,ETechCube,Jamshedpur,6,2000,,9 Aug' 21,Yes,Immediately
Web & Mobile App Development,ETechCube,Jamshedpur,6,2000,,9 Aug' 21,,Immediately
Finance,SPRAT - Society For Promoting Rationality,Ahmedabad,3,3000-4000,,9 Aug' 21,,Immediately
Business Development (Sales),FARMUS Community Farms & Cafe,Work From Home,3,6000-10000,,30 Jul' 21,,Immediately
Software Development,Midaas Telesoft Private Limited,AhmedabadSuratVadodara,6,7000-10000,,31 Jul' 21,,Immediately
UI/UX Design,ZoloStays,Chennai,3,3000,,31 Jul' 21,,Immediately
Human Resources (HR),ZoloStays,Chennai,6,8000,,31 Jul' 21,,Immediately
Blockchain Development,Happax VR,Work From Home,3,10000,,31 Jul' 21,,Immediately
Human Resources (HR),Future Group,Mumbai,3,5000,,30 Jul' 21,,Immediately
Operations,Healthcare Sector Skill Council,Delhi,6,10000-15000,,9 Aug' 21,,Immediately
Business Development (Sales),Ability Quiver,Work From Home,6,10000,,30 Jul' 21,,Immediately
Architecture & Interior Design,Asia Interiors & Exteriors,Jaipur,6,2000,,31 Jul' 21,,Immediately
Marketing,Foodal Food Delivery,Lucknow,6,2000,,9 Aug' 21,Yes,Immediately
Android Development,ZoloStays,Chennai,3,3000,,31 Jul' 21,,Immediately
Volunteering (Plantation),Jeevan Jaagrati Foundation,AgraChennaiDelhiLucknowNoidaKeralapuram,2,Unpaid,,31 Jul' 21,Yes,Immediately
Chartered Accountancy (CA),BORKAR & BORKAR CHARTERED ACCOUNTANTS,Pune,36,4000,,31 Jul' 21,Yes,Immediately
Content Writing,Vedang Consultancy Service Private Limited,Work From Home,6,2000,,31 Jul' 21,Yes,Immediately
Business Development (Sales),Astron Career Excellence (ACE),Work From Home,2,5000,Yes,31 Jul' 21,,Immediately
Business Development (Sales),Wedding Affair,Gurgaon,3,10000,,9 Aug' 21,,Immediately
Content Writing,Wedding Affair,Gurgaon,3,10000,,9 Aug' 21,,Immediately
Business Development (Sales),Bluink Education Services Private Limited,MysuruDavangereMandyaBangaloreKalaburagiMangaluru,3,2000,Yes,31 Jul' 21,Yes,Immediately
UI/UX Design,S7works,Work From Home,6,10000,,31 Jul' 21,,Immediately
Front End Development,S7works,Work From Home,6,4000-9000,,31 Jul' 21,,Immediately
Backend Development (Python),S7works,Work From Home,6,4000-9000,,31 Jul' 21,,Immediately
Golang Development,S7works,Work From Home,6,10000,,31 Jul' 21,,Immediately
Sales Development,S7works,Work From Home,6,10000,,31 Jul' 21,,Immediately
Business Development (Sales),Nebula Robotics,Mumbai,4,12000,Yes,30 Jul' 21,,Immediately
Digital Marketing,Publicity Port,Work From Home,3,7000,,30 Jul' 21,,Immediately
Digital Marketing,Wedding Affair,Gurgaon,3,10000,,9 Aug' 21,,Immediately
Business Development (Sales),Foodal Food Delivery,Lucknow,3,2000,,9 Aug' 21,Yes,Immediately
Marketing,ACTSol & Associates,Work From Home,6,9000-11000,,9 Aug' 21,,Immediately
Marketing,ZUMOSUN SOFT INVENTION PRIVATE LIMITED,Jaipur,3,8000-16000,,7 Aug' 21,,Immediately
Web Development,ZoloStays,Ahmedabad,3,20000,,31 Jul' 21,,Immediately
Digital Marketing,Fineoutput Technologies Private Limited,Jaipur,3,3000-5000,,31 Jul' 21,,Immediately
Telecalling,Admission Guru,Bhilwara,3,8000-10000,,30 Jul' 21,Yes,Immediately
Business Development (Sales),Admission Guru,Bhilwara,4,7000-12000,,31 Jul' 21,Yes,Immediately
Information Technology,ZoloStays,Chennai,3,3000,,31 Jul' 21,,Immediately
Operations,Tactopus Learning Solutions Private Limited,Work From Home,4,5000,,31 Jul' 21,,Immediately
Illustration,Red Cart Enterprises,Work From Home,1,2000,,9 Aug' 21,Yes,Immediately
Graphic Design,Robocom International,Work From Home,2,5000,,31 Jul' 21,,Immediately
Data Science,Digite Incorporated,Work From Home,3,20000,,9 Aug' 21,,Immediately
Software Development,Inyt Technologies Private Limited,Kolkata,6,6000-10000,,31 Jul' 21,,Immediately
Marketing,Eat English,Work From Home,1,2000,,31 Jul' 21,Yes,Immediately
Business Development (Sales),SoftMaji InfoTech Private Limited,Work From Home,3,4000,,31 Jul' 21,,Immediately
Human Resources (HR),PythonMate,Work From Home,3,1500,,9 Aug' 21,Yes,Immediately
Search Engine Optimization (SEO),Asaan Ecommerce Private Limited,Delhi,3,8000-12000,,9 Aug' 21,,Immediately
Web Development,Onclick Solutions,Pune,6,4000,,30 Jul' 21,,Immediately
Executive Assistant (to the Managing Director),Elegant Marbles Limited,Mumbai,6,5000-10000,,9 Aug' 21,,Immediately
Human Resources (HR),Typeset,Work From Home,3,25000,,30 Jul' 21,,Immediately
Crowdfunding Executive,The Wishing Factory,Work From Home,1,1000-5000,,9 Aug' 21,Yes,Immediately
Content Writing,Xartup Fellowship,Work From Home,3,2000,,30 Jul' 21,Yes,Immediately
Operations,HelloLearner,Work From Home,6,10000-15000,,31 Jul' 21,,Immediately
Video Making/Editing,Babul Films Society NGO,Work From Home,2,Unpaid,,9 Aug' 21,Yes,Immediately
Startup Founder Assistance,W3Dev,Work From Home,3,3000-6000,,9 Aug' 21,,Immediately
Teaching,IRA Academy,Work From Home,6,300 (weekly),,9 Aug' 21,Yes,Immediately
Human Resources (HR),Transformplus,Work From Home,6,3000,Yes,9 Aug' 21,Yes,Immediately
Community Management,Xartup Fellowship,Work From Home,3,8000-10000,,31 Jul' 21,,Immediately
Graphic Design,SSV Advisors,Work From Home,1,3000,,31 Jul' 21,,Immediately
Content Writing,Alponent Digital,Work From Home,1,3000-8000,,9 Aug' 21,,Immediately
Website Management,IncRevenue,DelhiGurgaonNoida,3,10000-15000,,31 Jul' 21,,Immediately
Social Media Marketing,Shreshtha Bharat Foundation,Work From Home,2,Unpaid,,31 Jul' 21,Yes,Immediately
Online Marketing,Shreshtha Bharat Foundation,Work From Home,1,Unpaid,,31 Jul' 21,,Immediately
Digital Marketing,Shreshtha Bharat Foundation,Work From Home,1,Unpaid,,31 Jul' 21,Yes,Immediately
Facebook Marketing,Shreshtha Bharat Foundation,Work From Home,1,Unpaid,,31 Jul' 21,Yes,Immediately
Web Development,Digiqt Technolabs,Work From Home,6,3000-5000,,9 Aug' 21,,Immediately
Web Development,Matrix International,Kolkata,2,5000,,9 Aug' 21,,Immediately
Chartered Accountancy (CA),Hermanos,ThaneMumbai,6,3000-6000,,9 Aug' 21,,Immediately
Digital Marketing,DNK Consultancy Services Private Limited,Delhi,6,2000,,8 Aug' 21,Yes,Immediately
Mobile App Development,AVRN Labs,Work From Home,2,1000-2000,,31 Jul' 21,Yes,Immediately
Human Resources (HR),Effective Power Solutions (EPS),Work From Home,6,1000,,31 Jul' 21,,Immediately
Video Making/Editing,Abhedya Futuristic Solutions Private Limited,Work From Home,3,5000-9000,,8 Aug' 21,,Immediately
Interior Design,Thirdeye Retail Private Limited,Hyderabad,6,9000-12000,,31 Jul' 21,,Immediately
Content Writing,Brands Over Moon,Work From Home,6,5000,,28 Jul' 21,,Immediately
Mechanical Drafting,Metaform Enterprise,Vadodara,2,7000,,31 Jul' 21,,Immediately
Content Writing,India Clean Energy,Work From Home,2,2500,,31 Jul' 21,,Immediately
Business Development (Sales),GearToCare,Work From Home,1,1000,Yes,7 Aug' 21,Yes,Immediately
Human Resources (Work Management),BrainWeave,Gurgaon,3,3000-7000,,31 Jul' 21,,Immediately
Search Engine Optimization (SEO),Trendy Online Solution,Delhi,4,7000-11000,,30 Jul' 21,,Immediately
Software Testing,USthaan Integrated Solutions Private Limited,Work From Home,6,8000,,7 Aug' 21,,Immediately
Human Resources (HR),Radicalmove Consulting Private Limited,Noida,6,7500,,31 Jul' 21,,Immediately
Digital Marketing,PulsAero,Ahmedabad,3,5000,,7 Aug' 21,Yes,Immediately
Frontend Software Development Engineering,USthaan Integrated Solutions Private Limited,Work From Home,6,10000,,7 Aug' 21,,Immediately
Software Engineering (DevOps),USthaan Integrated Solutions Private Limited,Work From Home,6,10000,,7 Aug' 21,,Immediately
Business Development (Sales),Skyinnk Expressive Learning,ChandigarhDehradunDelhiKolkataPatnaPuneRanchiMumbaiHyderabadHariyanaBangalore,6,7000-12000,,7 Aug' 21,Yes,3 Aug - 31 Aug' 21
Interior Design,Ravi Pugaliya & Associates,Kolkata,6,5000,,7 Aug' 21,,Immediately
Event Management,Shreshtha Bharat Foundation,Work From Home,3,Unpaid,,31 Jul' 21,Yes,Immediately
Social Work,Shreshtha Bharat Foundation,Work From Home,1,Unpaid,,31 Jul' 21,Yes,Immediately
Volunteering,Shreshtha Bharat Foundation,Work From Home,1,Unpaid,,31 Jul' 21,Yes,Immediately
Business Development (Sales),Tazza De,Goa VelhaBangalore,5,7500,,30 Jul' 21,,Immediately
Business Development (Sales),Kaizen Globe,Mumbai,2,5000-8000,,30 Jul' 21,Yes,Immediately
Photography,EkakiVedam Foundation,Navi Mumbai,6,1500,,31 Jul' 21,Yes,Immediately
Civil Engineering,ZoloStays,Chennai,3,5000,,31 Jul' 21,,Immediately
Flutter Development,Cofoundr.fit,Work From Home,4,1000-3000,,31 Jul' 21,Yes,Immediately
Human Resources (HR),ABusiness Consulting,Work From Home,6,1000,Yes,7 Aug' 21,Yes,Immediately
Graphic Design,Terrano Info Solutions Private Limited,Bangalore,6,5000,,31 Jul' 21,,Immediately
Operations,E-squared,Work From Home,6,5000,,7 Aug' 21,,Immediately
Graphic Design,Anaad Consultants LLP,Delhi,3,8000-12000,,31 Jul' 21,,Immediately
Software Development,Niramai Health Analytix,Bangalore,4,12000-15000,,31 Jul' 21,,Immediately
Content Writing,DecorifyLife,Ahmedabad,2,2000-5000,,31 Jul' 21,,Immediately
Marketing,E-squared,Work From Home,6,7000,,7 Aug' 21,,Immediately
Backend Development,Mapstreak Flyseas Private Limited,Work From Home,3,10000-12000,,30 Jul' 21,,Immediately
Video Editing (Film Content),5ocial,Work From Home,3,3000-6000,,7 Aug' 21,,Immediately
Mobile App Development,InnerDots,Noida,6,12000-15000,,31 Jul' 21,,Immediately
Business Development (Sales),Panchsheel Traders,Kolkata,3,9000,Yes,31 Jul' 21,,Immediately
Mobile App Development,Biziboy Media,Mumbai,2,5000,,31 Jul' 21,,Immediately
Business Development (Sales),Eat English,Work From Home,1,2000,,31 Jul' 21,Yes,Immediately
Telecalling,Eat English,Work From Home,1,1000,,31 Jul' 21,Yes,Immediately
Acting,Hapinee Solutions Private Limited,Work From Home,1,1000,,31 Jul' 21,Yes,Immediately
Marketing,Hermanos,Thane,6,6000,Yes,7 Aug' 21,,Immediately
Marketing,IQApex Labs,Work From Home,2,3000-8000,,31 Jul' 21,,Immediately
Python Content Development,Sach Educational Support,Work From Home,1,1000,,31 Jul' 21,Yes,Immediately
Marketing,Sharjay Ayurveda Foods Private Limited,Work From Home,3,3000,Yes,31 Jul' 21,,Immediately
Web Development,Veave Technologies Private Limited,Bangalore,3,5000,,7 Aug' 21,,Immediately
WordPress Design/Development,Arootle Internet Private Limited,Work From Home,3,2000,Yes,31 Jul' 21,Yes,Immediately
Accounts,CPR Solutions,ThaneMumbai,3,9000-14000,,7 Aug' 21,Yes,Immediately
Blockchain Development,Advanced Speciality Materials LLP,Work From Home,6,5000,,31 Jul' 21,Yes,Immediately
Content Writing,Saral Bharat News,Work From Home,6,1000,,31 Jul' 21,Yes,Immediately
Anchoring,Saral Bharat News,Work From Home,6,1000,,31 Jul' 21,,Immediately
Video Editing,Saral Bharat News,Work From Home,6,1000,,31 Jul' 21,Yes,Immediately
Web Development,Computational Intelligence Research Foundation,Work From Home,1,Unpaid,,6 Aug' 21,,Immediately
Event Management,Star Production,Delhi,1,3000-7000,,30 Jul' 21,Yes,Immediately
Content Writing,Ispecia Technologies Private Limited,DehradunRoorkeeHaridwarRishikesh,6,5000,,6 Aug' 21,,Immediately
Digital Marketing,Webkeydigital,Indore,1,7000,,31 Jul' 21,,Immediately
Teaching,HOSS - House Of Soft Skills,AgartalaDibrugarhGuwahatiShillongImphalDhubriSivasagarItanagarTezpurKohimaSilcharAizawlNaharlagunUkhrulSonitpurGangtokTinsukiaUdaipurMoirangLungleiTuraMokokchungAssamWest Garo HillsMokokchung VillagePasighat,1,16000-26000,,31 Jul' 21,Yes,Immediately
Digital Marketing,Panchsheel Traders,Kolkata,3,10000-15000,,31 Jul' 21,,Immediately
Cyber Security,Abhedya Futuristic Solutions Private Limited,Work From Home,6,4000-6000,,6 Aug' 21,Yes,Immediately
Administration,Arachnomesh Technologies Private Limited,Work From Home,6,5000,,6 Aug' 21,,Immediately
Business Development (Sales),NH Studioz,Mumbai,6,5000,,31 Jul' 21,,Immediately
Mobile App Development,IQApex Labs,Work From Home,2,3000,Yes,31 Jul' 21,Yes,Immediately
Campus Ambassador,Piktale Media Private Limited,Work From Home,2,,,31 Jul' 21,Yes,Immediately
Business Development (Sales),Ply Palace,BhilwaraJabalpurIndorePuneRatlamSagarUdaipurNeemuchBhopalMumbaiKhargoneJaipurGwaliorNashik,1,8000-15000,,6 Aug' 21,Yes,Immediately
ReactJS Development,Possibillion Software Technologies Private Limited,Work From Home,6,10000-12000,,31 Jul' 21,,Immediately
Content Writing,Statvalu Private Limited,Work From Home,6,15000,,30 Jul' 21,,Immediately
Campus Ambassador,AECC Global,AhmedabadChennaiGurgaonJalandharLudhianaSuratBangaloreHyderabadVadodaraKochiVijayawadaChandigarhVishakhapatnamDelhi,6,,,6 Aug' 21,Yes,Immediately
Marketing,Piktale Media Private Limited,Work From Home,2,7000,,31 Jul' 21,,Immediately
Content Writing,Piktale Media Private Limited,Work From Home,2,2000,,31 Jul' 21,,Immediately
Digital Marketing,Piktale Media Private Limited,Work From Home,2,4000,,31 Jul' 21,,Immediately
Content Writing,Phoneswiki,Work From Home,6,7000,,6 Aug' 21,,Immediately
Graphic Design,Piktale Media Private Limited,Work From Home,2,7000,,31 Jul' 21,,Immediately
Relationship Management,Delta Capital Service,Bangalore,3,3000,,6 Aug' 21,,Immediately
Content Writing,Techniek,Work From Home,6,6000,,6 Aug' 21,Yes,Immediately
Search Engine Optimization (SEO),Techniek,Work From Home,6,7000,,6 Aug' 21,Yes,Immediately
Content Creation (Financial Market ),Intelisys Investment & Trading,Work From Home,6,1500,Yes,6 Aug' 21,Yes,Immediately
Consulting Assistance,BrainWave Consulting,Pune,4,10000,,6 Aug' 21,,Immediately
Data Entry,VISHYAT TECHNOLOGIES,Dera Bassi,6,4000-6000,,31 Jul' 21,,Immediately
Business Development (Sales),SabPaisa,Work From Home,2,5000,,6 Aug' 21,,Immediately
Operations,SabPaisa,Work From Home,6,5000,,6 Aug' 21,,Immediately
Operations,SabPaisa,Work From Home,6,5000,,6 Aug' 21,,Immediately
Graphic Design,Cognitive Pixel,Ahmedabad,4,5000,,31 Jul' 21,,Immediately
Social Media Marketing,Mahima Suresh,Work From Home,6,5000,,31 Jul' 21,,Immediately
2D/3D Game Art & Design,Salvation Games,Work From Home,3,2000-7000,,31 Jul' 21,Yes,Immediately
Mobile Game Development,Salvation Games,Work From Home,3,2000-7000,,31 Jul' 21,,Immediately
Telecalling,Artist Clan,Work From Home,6,4000,Yes,6 Aug' 21,Yes,Immediately
Social Media Marketing,Kaboodle Innovations,Work From Home,1,1500-2500,,31 Jul' 21,,Immediately
Patent Research Analysis (B.Tech/M.Tech - ECE/CS/EE),Scintillation Research And Analytics Services,Sahibzada Ajit Singh Nagar,3,7000,,30 Jul' 21,,Immediately
Social Media Marketing,Techavia IT Solutions,Work From Home,3,1000,,31 Jul' 21,,Immediately
Business Development (Sales),Null Class,Work From Home,1,2000,Yes,31 Jul' 21,Yes,Immediately
Digital Marketing,Savage & Palmer,Work From Home,3,3000,,31 Jul' 21,,Immediately
Fashion,SeeCatch,Work From Home,5,2000-3000,,31 Jul' 21,,Immediately
PHP Development,IAppTunes,Work From Home,3,7000-12000,,31 Jul' 21,,Immediately
Node.js Development,W3Dev,Work From Home,6,5000-8000,,6 Aug' 21,,Immediately
Graphic Design,IAppTunes,Work From Home,3,7000-12000,,31 Jul' 21,,Immediately
Content Writing,FinnovationZ,Hyderabad,2,12000,,6 Aug' 21,,Immediately
Social Media Marketing,FinnovationZ,Hyderabad,2,12000,,6 Aug' 21,,Immediately
Human Resources (HR),FinnovationZ,Noida,2,6000,,6 Aug' 21,,Immediately
React Native Development,Mplussoft India Private Limited,Pune,3,6000,,6 Aug' 21,,Immediately
Search Engine Optimization (SEO),IAppTunes,Work From Home,3,7000-12000,,31 Jul' 21,,Immediately
Anchoring,Fotobubbles Tech Private Limited,Work From Home,6,2500,Yes,31 Jul' 21,Yes,Immediately
Application Development,DTaiLabs,Work From Home,2,8000,,6 Aug' 21,Yes,Immediately
Business Development (Sales),Zolve,Work From Home,3,20000,,6 Aug' 21,,Immediately
Graphic Design,Delta Step,Work From Home,6,6000-8000,,6 Aug' 21,,Immediately
Human Resources (HR),Mohd. Mahaboob-Ul-Islam,AhmedabadChennaiDelhiKotaPuneHyderabadMumbaiKochiNoidaBangalore,4,5000,,6 Aug' 21,Yes,Immediately
Social Work,INDIA Redefined,Work From Home,4 (Weeks),Unpaid,,6 Aug' 21,Yes,Immediately
Finance,Bluewhale Consulting And Technologies Private Limited,Work From Home,2,1000,,6 Aug' 21,Yes,Immediately
Fundraising,INDIA Redefined,Work From Home,4 (Weeks),Unpaid,,6 Aug' 21,Yes,Immediately
Content Writing,FlippAR,Work From Home,4,3500,,31 Jul' 21,,Immediately
Web Development,JookeBox,Work From Home,6,10000,,6 Aug' 21,,Immediately
Business Development (Sales),Digital Search Technologies Private Limited,Lucknow,3,2000,Yes,31 Jul' 21,,Immediately
